-2005.5,1.26829608934967e-07 - 2.45435883394762e-07i
-2005,2.25781990085498e-07 + 3.66379513949688e-08i
-2004.5,2.81309321921788e-08 + 1.76660563455666e-07i
-2004,-1.15244897961470e-07 + 6.08071159813317e-08i
-2003.5,-6.33530990688802e-08 - 5.79017090385214e-08i
-2003,1.63239196326881e-08 - 4.40927588885032e-08i
-2002.5,1.42006324962973e-08 - 4.18444340288815e-09i
-2002,4.32672330255568e-09 - 1.59124438348091e-08i
-2001.5,3.92684710442959e-08 - 1.10283809306999e-08i
-2001,3.53961761151433e-08 + 5.32981889178608e-08i
-2000.5,-5.89960127070355e-08 + 6.32549584933528e-08i
-2000,-9.19210421876371e-08 - 5.88736540074741e-08i
-1999.5,5.47320902349879e-08 - 1.21953173254363e-07i
-1999,1.55779323315897e-07 + 4.61220845127119e-08i
-1998.5,-2.99570636491664e-08 + 1.95183706558355e-07i
-1998,-2.38995652268592e-07 - 1.38561820350880e-09i
-1997.5,-4.43172541511605e-08 - 2.82141309232431e-07i
-1997,3.16349522619386e-07 - 1.09490422228742e-07i
-1996.5,1.92334454890419e-07 + 3.31989126689525e-07i
-1996,-3.20245206159031e-07 + 2.86320706921472e-07i
-1995.5,-3.80882416786688e-07 - 2.75062646548641e-07i
-1995,1.94660308400207e-07 - 4.63050714410995e-07i
-1994.5,5.19528482220699e-07 + 8.26027802824925e-08i
-1994,5.17383779569114e-08 + 5.38784214354493e-07i
-1993.5,-5.12974096256169e-07 + 1.93749470023263e-07i
-1993,-3.25461995617782e-07 - 4.39649533473530e-07i
-1992.5,3.23058599052684e-07 - 4.28493439369460e-07i
-1992,4.87267889787146e-07 + 1.74516290196713e-07i
-1991.5,-1.12856121808891e-08 + 4.91766517646264e-07i
-1991,-4.39426975779034e-07 + 1.46057617528284e-07i
-1990.5,-2.77117555499973e-07 - 3.36010626489358e-07i
-1990,1.95180684420260e-07 - 3.65140693292521e-07i
-1989.5,3.99828999436691e-07 + 3.65442572314301e-08i
-1989,1.17741145388983e-07 + 3.79165787073310e-07i
-1988.5,-3.09918460741909e-07 + 2.47161833832887e-07i
-1988,-3.36793076927133e-07 - 2.06441783084932e-07i
-1987.5,8.76850813763541e-08 - 3.79869677546996e-07i
-1987,3.78231076250679e-07 - 2.70522153011932e-08i
-1986.5,1.22387317891270e-07 + 3.40629486950128e-07i
-1986,-2.79628229113427e-07 + 1.89663024841025e-07i
-1985.5,-2.27348371836800e-07 - 2.08164016468615e-07i
-1985,1.36754153362562e-07 - 2.39224042353214e-07i
-1984.5,2.31554227625441e-07 + 7.20164618356334e-08i
-1984,-1.67440757092852e-08 + 2.10604388012348e-07i
-1983.5,-1.81226386328226e-07 + 2.87787763897374e-08i
-1983,-6.50344833125205e-08 - 1.46510028414815e-07i
-1982.5,1.08203635065807e-07 - 9.20004453175416e-08i
-1982,1.08832738876519e-07 + 6.75994247106848e-08i
-1981.5,-2.65194753518161e-08 + 1.14436306639099e-07i
-1981,-1.08510140678364e-07 + 1.20891462535022e-08i
-1980.5,-4.43986654247164e-08 - 9.25395539363993e-08i
-1980,7.02107700312205e-08 - 6.68922333080246e-08i
-1979.5,7.80680952938706e-08 + 4.68796259034399e-08i
-1979,-2.80833294119542e-08 + 7.97421924603192e-08i
-1978.5,-7.69951117585155e-08 - 1.75168350657895e-08i
-1978,1.52238691375484e-08 - 7.64358101257301e-08i
-1977.5,8.34415985473402e-08 + 1.68736992711693e-08i
-1977,-1.47796034577485e-08 + 9.96465530644919e-08i
-1976.5,-1.21745403813822e-07 - 6.33205002320558e-10i
-1976,-3.10058841934691e-08 - 1.41972787054412e-07i
-1975.5,1.50034217799577e-07 - 7.99673104678877e-08i
-1975,1.39636834692314e-07 + 1.36006457179816e-07i
-1974.5,-9.35473845609103e-08 + 1.98244126684011e-07i
-1974,-2.41673609596704e-07 - 2.25339081699749e-08i
-1973.5,-6.97983917330447e-08 - 2.56944757609512e-07i
-1973,2.35581455412803e-07 - 1.69794649090838e-07i
-1972.5,2.60328358564488e-07 + 1.76138042970453e-07i
-1972,-8.51731497830688e-08 + 3.24987416200351e-07i
-1971.5,-3.52229064998211e-07 + 2.38042816014250e-08i
-1971,-1.33347048750232e-07 - 3.38167570987369e-07i
-1970.5,2.87160566950218e-07 - 2.26258108484978e-07i
-1970,2.89610664880313e-07 + 2.10227429825460e-07i
-1969.5,-1.22058915988377e-07 + 3.17226750340405e-07i
-1969,-3.09942580586919e-07 - 3.76157858195114e-08i
-1968.5,-3.08188447956104e-08 - 2.74072917791357e-07i
-1968,2.19169585036205e-07 - 7.55040687472341e-08i
-1967.5,9.37187672189754e-08 + 1.55979276925122e-07i
-1967,-9.48353680030323e-08 + 8.70498744198756e-08i
-1966.5,-6.01399223337795e-08 - 4.43542388928186e-08i
-1966,1.04723738014734e-08 - 1.95442061284856e-08i
-1965.5,-2.70948013192385e-08 - 3.94521366964273e-09i
-1965,-1.10109318884888e-09 - 7.17498635366409e-08i
-1964.5,1.06792870227523e-07 - 2.31968505792768e-08i
-1964,5.77970834803043e-08 + 1.25863789487979e-07i
-1963.5,-1.24748081073434e-07 + 9.82894048096039e-08i
-1963,-1.36228894782875e-07 - 1.02226781192871e-07i
-1962.5,6.08116540040671e-08 - 1.62284747640129e-07i
-1962,1.68123835263267e-07 + 7.09360253869917e-09i
-1961.5,4.87164673323992e-08 + 1.48805463950907e-07i
-1961,-1.04719032376077e-07 + 9.44138370401193e-08i
-1960.5,-1.18567717283247e-07 - 4.21512237336330e-08i
-1960,-2.77861139028057e-08 - 1.13733651260772e-07i
-1959.5,7.88613981825281e-08 - 9.14827791298478e-08i
-1959,1.35817193575027e-07 + 1.98164887277308e-08i
-1958.5,5.21145227597164e-08 + 1.51235219417178e-07i
-1958,-1.34224972463126e-07 + 1.22917767048092e-07i
-1957.5,-1.78790539095974e-07 - 8.83657629013879e-08i
-1957,2.34719271380301e-08 - 2.08868531192952e-07i
-1956.5,2.07560641597715e-07 - 4.68829440408713e-08i
-1956,1.08598534956372e-07 + 1.76029740728278e-07i
-1955.5,-1.22103140390295e-07 + 1.50150641448077e-07i
-1955,-1.64949226881539e-07 - 5.82782037072960e-08i
-1954.5,-1.64753787695870e-09 - 1.52544983519909e-07i
-1954,1.18437173315250e-07 - 4.61077870606008e-08i
-1953.5,6.82195803007601e-08 + 7.25089952108293e-08i
-1953,-2.64792799423152e-08 + 6.65488146533999e-08i
-1952.5,-4.44616105391149e-08 + 8.92844811972715e-09i
-1952,-2.62600572988048e-08 - 8.83602860324295e-09i
-1951.5,-3.13103386342939e-08 - 2.24051823760618e-08i
-1951,-1.58547418943611e-09 - 6.62772127041356e-08i
-1950.5,8.73673009077480e-08 - 4.13905927587610e-08i
-1950,9.03990776800895e-08 + 8.85218935792187e-08i
-1949.5,-6.72961811953171e-08 + 1.40640522908186e-07i
-1949,-1.83876772738567e-07 - 2.48628361509962e-08i
-1948.5,-3.46611727548851e-08 - 2.12843731361989e-07i
-1948,2.22239010612760e-07 - 1.05026798438712e-07i
-1947.5,1.78515516452860e-07 + 2.09125686018163e-07i
-1947,-1.72917307802523e-07 + 2.46507968593157e-07i
-1946.5,-3.00164387847905e-07 - 1.15411199416715e-07i
-1946,4.11103531876289e-08 - 3.31385738350232e-07i
-1945.5,3.34050848026148e-07 - 4.24294707701556e-08i
-1945,1.24826872379379e-07 + 3.05279725901220e-07i
-1944.5,-2.46353167562656e-07 + 1.94161491398615e-07i
-1944,-2.39227122510871e-07 - 1.63037588471471e-07i
-1943.5,6.52243319285151e-08 - 2.51978826401600e-07i
-1943,2.29225296842842e-07 - 3.42053096957784e-08i
-1942.5,1.21349075048877e-07 + 1.73156661051332e-07i
-1942,-9.09761752338617e-08 + 1.83818941235092e-07i
-1941.5,-2.13153522422849e-07 + 6.00553591578734e-09i
-1941,-1.03872452330428e-07 - 2.06394986906888e-07i
-1940.5,1.66536432342351e-07 - 1.88412280943684e-07i
-1940,2.47951762420706e-07 + 1.01920854284066e-07i
-1939.5,-2.47125614485921e-08 + 2.75824594400675e-07i
-1939,-2.71550704589174e-07 + 5.14516794447584e-08i
-1938.5,-1.14261484565614e-07 - 2.40402643680859e-07i
-1938,1.91718698926840e-07 - 1.55248107550077e-07i
-1937.5,1.71259553320008e-07 + 1.36638414860446e-07i
-1937,-8.58446090323817e-08 + 1.64565933602479e-07i
-1936.5,-1.41811199456943e-07 - 4.76292828371916e-08i
-1936,2.64246805409263e-08 - 1.12306053609568e-07i
-1935.5,8.60638828606430e-08 + 2.19719152039222e-08i
-1935,-2.93987791749606e-08 + 7.17310783826530e-08i
-1934.5,-7.45032439491977e-08 - 4.03833868845016e-08i
-1934,4.52371894665848e-08 - 9.44050838058708e-08i
-1933.5,1.25660254327031e-07 + 3.54049435463688e-08i
-1933,-5.79174426473816e-09 + 1.57771609762825e-07i
-1932.5,-1.78220509371163e-07 + 4.35743087098817e-08i
-1932,-1.06945546550496e-07 - 1.75877529942636e-07i
-1931.5,1.43963786981838e-07 - 1.73631111523298e-07i
-1931,2.30168751308435e-07 + 8.18231851093532e-08i
-1930.5,4.65216218326070e-09 + 2.63437600359073e-07i
-1930,-2.63871899892909e-07 + 1.03854891277122e-07i
-1929.5,-2.00503909572602e-07 - 2.27903872940249e-07i
-1929,1.59041816459593e-07 - 2.78753196324144e-07i
-1928.5,3.25805781214994e-07 + 6.73390701463883e-08i
-1928,3.26911018186382e-08 + 3.35002066281787e-07i
-1927.5,-3.07300644188102e-07 + 1.25338601095204e-07i
-1927,-1.97373328118811e-07 - 2.50611292093583e-07i
-1926.5,1.77287980664131e-07 - 2.41081744602190e-07i
-1926,2.55686419523005e-07 + 1.00738119707122e-07i
-1925.5,-3.22224297244489e-08 + 2.46711901984165e-07i
-1925,-2.23639410802667e-07 + 2.14174629420416e-08i
-1924.5,-5.87955105435523e-08 - 1.96786752740263e-07i
-1924,1.74434540756163e-07 - 8.37074350459877e-08i
-1923.5,1.03565967787822e-07 + 1.60837469266595e-07i
-1923,-1.55303195720213e-07 + 1.26774307010469e-07i
-1922.5,-1.59660498828818e-07 - 1.52362128670591e-07i
-1922,1.43139576018470e-07 - 2.03911576308197e-07i
-1921.5,2.55385397121555e-07 + 1.17970649672616e-07i
-1921,-6.98233060605902e-08 + 3.04729309161256e-07i
-1920.5,-3.39646387861881e-07 + 2.51545645771345e-09i
-1920,-9.27494879822410e-08 - 3.48179113715888e-07i
-1919.5,3.22153390287100e-07 - 1.87693487896899e-07i
-1919,2.70132274372142e-07 + 2.59941869734832e-07i
-1918.5,-1.67867149590550e-07 + 3.23018806053926e-07i
-1918,-3.33754907207856e-07 - 5.97760482813625e-08i
-1917.5,-4.53804915034883e-08 - 2.97490340217879e-07i
-1917,2.18800789476142e-07 - 1.27616117895574e-07i
-1916.5,1.70659316043459e-07 + 1.11388640902175e-07i
-1916,4.39090405701670e-09 + 1.66051319608731e-07i
-1915.5,-1.15407209878848e-07 + 1.05966540291189e-07i
-1915,-1.73955367124834e-07 - 3.01955508301248e-08i
-1914.5,-7.09594135846203e-08 - 1.96882007191725e-07i
-1914,1.73659806253917e-07 - 1.66800541987096e-07i
-1913.5,2.38542384907448e-07 + 1.13169256566598e-07i
-1913,-3.13537866954150e-08 + 2.74051005073189e-07i
-1912.5,-2.69940606239388e-07 + 5.30444402638275e-08i
-1912,-1.22832849541038e-07 - 2.31260072469479e-07i
-1911.5,1.69264801973268e-07 - 1.65789625600904e-07i
-1911,1.76594469450397e-07 + 9.82030670497458e-08i
-1910.5,-3.20570302178580e-08 + 1.57097009964927e-07i
-1910,-1.15008020541013e-07 + 1.80892373805724e-08i
-1909.5,-4.57346973556372e-08 - 6.13795109695101e-08i
-1909,7.62762894859770e-09 - 4.95984256694906e-08i
-1908.5,3.31481400869804e-08 - 3.69401075084666e-08i
-1908,6.64402292661903e-08 + 3.08044298836380e-09i
-1907.5,3.27860027217464e-08 + 7.85681583473363e-08i
-1907,-7.40252362498028e-08 + 6.73747514775419e-08i
-1906.5,-9.53283310727027e-08 - 5.56396191498526e-08i
-1906,2.74339987810235e-08 - 1.13139928290679e-07i
-1905.5,1.18989904412253e-07 - 6.16693846336447e-09i
-1905,4.08478116296906e-08 + 1.12697638806995e-07i
-1904.5,-9.57124365839890e-08 + 7.26638947033675e-08i
-1904,-9.82333718292650e-08 - 7.08344406645869e-08i
-1903.5,4.15691160451925e-08 - 1.14994298243409e-07i
-1903,1.21497726726649e-07 + 1.13876914556096e-08i
-1902.5,1.66915758367803e-08 + 1.17614468163850e-07i
-1902,-1.04559916060468e-07 + 4.00418453984364e-08i
-1901.5,-5.62025138008820e-08 - 8.47507436174677e-08i
-1901,6.16268204349513e-08 - 6.30336796127173e-08i
-1900.5,5.94490349760390e-08 + 3.95405644216390e-08i
-1900,-2.35460529424830e-08 + 4.63098045432042e-08i
-1899.5,-2.68433615439878e-08 - 1.86848179341975e-08i
-1899,2.85909747370361e-08 - 6.33257216629823e-09i
-1898.5,-8.71027830591509e-09 + 5.38624481041111e-08i
-1898,-9.10286688136572e-08 - 1.16243810003094e-08i
-1897.5,-3.09518646216672e-09 - 1.32656163193134e-07i
-1897,1.68512401726995e-07 - 3.82614135418027e-08i
-1896.5,9.24813572805716e-08 + 1.87388167836866e-07i
-1896,-1.79285431907601e-07 + 1.59195679024643e-07i
-1895.5,-2.26842572409285e-07 - 1.37811185742590e-07i
-1895,6.24586441906605e-08 - 2.80475566582714e-07i
-1894.5,3.04712014198485e-07 - 3.98878617947906e-08i
-1894,1.55049739494371e-07 + 2.87387564399701e-07i
-1893.5,-2.22980086205579e-07 + 2.63739290923964e-07i
-1893,-3.45494905871504e-07 - 1.14861539129811e-07i
-1892.5,-2.43512832474434e-08 - 3.83200468747139e-07i
-1892,3.66820790199604e-07 - 1.74707972994820e-07i
-1891.5,3.12854484946050e-07 + 2.95516084038334e-07i
-1891,-1.77975224056534e-07 + 4.16991427583738e-07i
-1890.5,-4.71431326735765e-07 - 3.10578881232773e-08i
-1890,-1.23197812820254e-07 - 4.69560904119495e-07i
-1889.5,4.14700079388354e-07 - 2.61907162341438e-07i
-1889,3.66090867553841e-07 + 3.18926008277022e-07i
-1888.5,-2.00189715153856e-07 + 4.24448626339807e-07i
-1888,-4.34950536838154e-07 - 7.82636124484204e-08i
-1887.5,-2.95748329159906e-08 - 4.03876301734683e-07i
-1887,3.42907980385720e-07 - 1.11919324852910e-07i
-1886.5,1.64624444676936e-07 + 2.65482500077380e-07i
-1886,-1.83605906483794e-07 + 1.89876634649686e-07i
-1885.5,-1.93565551571614e-07 - 1.05866999059595e-07i
-1885,3.68451654273599e-08 - 1.82228046416433e-07i
-1884.5,1.60798893504219e-07 - 2.22366107697353e-08i
-1884,7.19603261683383e-08 + 1.31751889743612e-07i
-1883.5,-9.54880093727989e-08 + 1.12840038811110e-07i
-1883,-1.43899575987677e-07 - 5.15174419547793e-08i
-1882.5,4.09332463757739e-11 - 1.62354406830004e-07i
-1882,1.64545798146676e-07 - 5.64739002350406e-08i
-1881.5,1.12371883600332e-07 + 1.47693367575849e-07i
-1881,-1.11733069380060e-07 + 1.59292013463333e-07i
-1880.5,-1.88300272610520e-07 - 6.05383244870611e-08i
-1880,2.00052531484918e-09 - 1.92975851815574e-07i
-1879.5,1.72064149484008e-07 - 5.33059842291322e-08i
-1879,9.47309288859555e-08 + 1.30454357068557e-07i
-1878.5,-7.80962252852624e-08 + 1.14696333642500e-07i
-1878,-1.11209109067423e-07 - 2.73753052587589e-08i
-1877.5,-1.01258068908872e-08 - 8.86682868014160e-08i
-1877,5.66175941685287e-08 - 2.66250817469726e-08i
-1876.5,2.02311029630364e-08 + 2.69741441891180e-08i
-1876,-1.07314094797972e-08 - 4.42275896808675e-09i
-1875.5,3.73350564492059e-08 - 1.50423013316192e-08i
-1875,4.12765330561060e-08 + 6.59229237795489e-08i
-1874.5,-7.86404766965620e-08 + 8.44632287999581e-08i
-1874,-1.34418653218588e-07 - 6.82462543630247e-08i
-1873.5,3.36787185847842e-08 - 1.78506582931837e-07i
-1873,2.05305342587669e-07 - 1.99235613354554e-08i
-1872.5,8.28607551635330e-08 + 2.07856826559688e-07i
-1872,-1.85217798733678e-07 + 1.43540709988260e-07i
-1871.5,-1.91391493070681e-07 - 1.41877990741252e-07i
-1871,8.57129065848228e-08 - 2.19227559317831e-07i
-1870.5,2.24411237911837e-07 + 2.56754237593082e-08i
-1870,2.99214221073652e-08 + 2.08545684825256e-07i
-1869.5,-1.76060996066874e-07 + 7.44183039705360e-08i
-1869,-1.03396040115195e-07 - 1.32530141441073e-07i
-1868.5,8.34800231649946e-08 - 1.14964659597705e-07i
-1868,1.09644615057386e-07 + 3.39210435434945e-08i
-1867.5,1.16966922120154e-08 + 8.98050963732411e-08i
-1867,-5.89255647609477e-08 + 4.95083666320062e-08i
-1866.5,-7.64435975249278e-08 - 2.10839609694757e-08i
-1866,-1.91624296916326e-08 - 9.06009292589438e-08i
-1865.5,9.16908286380247e-08 - 5.67762266645566e-08i
-1865,8.66341493890865e-08 + 8.14461446237147e-08i
-1864.5,-6.38312236088401e-08 + 1.04597934400680e-07i
-1864,-1.08964375661325e-07 - 4.47408974764418e-08i
-1863.5,3.08680953020613e-08 - 1.01548921174754e-07i
-1863,8.77199138812901e-08 + 2.77644371868280e-08i
-1862.5,-3.77265724563203e-08 + 7.51868708542824e-08i
-1862,-7.18698422094710e-08 - 5.85143732287352e-08i
-1861.5,8.36215486160752e-08 - 8.34891319204112e-08i
-1861,1.11612511295711e-07 + 1.04042359692913e-07i
-1860.5,-1.10817915607853e-07 + 1.52798956876143e-07i
-1860,-1.99157404796868e-07 - 9.75031093988776e-08i
-1859.5,6.19511631924641e-08 - 2.40186191456659e-07i
-1859,2.65380855402064e-07 + 7.12265200292217e-09i
-1858.5,5.91996965823571e-08 + 2.66912763315086e-07i
-1858,-2.41674370092537e-07 + 1.25832100780765e-07i
-1857.5,-1.80640972402557e-07 - 1.92157137236804e-07i
-1857,1.25970816798604e-07 - 2.13558181992590e-07i
-1856.5,2.19248106399228e-07 + 5.41830068798155e-08i
-1856,1.11173301328704e-08 + 1.98422884511995e-07i
-1855.5,-1.57357154341453e-07 + 5.95115679583036e-08i
-1855,-8.45466284621343e-08 - 1.06006769765021e-07i
-1854.5,5.55881879416020e-08 - 8.49688500878520e-08i
-1854,6.45880766647622e-08 + 1.62915822290999e-08i
-1853.5,4.57831123706898e-09 + 3.10539527634268e-08i
-1853,5.86384953787933e-09 + 3.87025447107225e-09i
-1852.5,1.69445536976620e-08 + 3.60966005419350e-08i
-1852,-5.11192840696451e-08 + 5.22381651060777e-08i
-1851.5,-9.35353958106400e-08 - 4.57107125900746e-08i
-1851,1.92274995022834e-08 - 1.31363288455311e-07i
-1850.5,1.57225475992673e-07 - 2.41525907745954e-08i
-1850,7.64927031715601e-08 + 1.65281341009405e-07i
-1849.5,-1.53417202178319e-07 + 1.28188423383080e-07i
-1849,-1.70335816535028e-07 - 1.23553839645463e-07i
-1848.5,8.11273877243668e-08 - 1.96572172976583e-07i
-1848,2.04023863914493e-07 + 3.37524540677814e-08i
-1847.5,1.07062068516184e-08 + 1.93513548137070e-07i
-1847,-1.69252044913970e-07 + 4.61228024731253e-08i
-1846.5,-6.95566862024544e-08 - 1.37904740980799e-07i
-1846,1.06805049603087e-07 - 8.18142828068469e-08i
-1845.5,8.70708081399108e-08 + 8.15671863246825e-08i
-1845,-6.39927416196118e-08 + 9.15655289090989e-08i
-1844.5,-1.01463180100791e-07 - 5.12626787407822e-08i
-1844,3.68379278470332e-08 - 1.20345105401876e-07i
-1843.5,1.47239894963958e-07 + 1.27450427364617e-08i
-1843,2.75445787775719e-08 + 1.76116310875163e-07i
-1842.5,-1.97196791333620e-07 + 8.65306655772891e-08i
-1842,-1.61118001260063e-07 - 1.99680129306379e-07i
-1841.5,1.74948096391681e-07 - 2.42496823323057e-07i
-1841,3.17592493082053e-07 + 1.19274808758896e-07i
-1840.5,-3.53756748616707e-08 + 3.71892449085864e-07i
-1840,-3.93039227719605e-07 + 6.74601405153963e-08i
-1839.5,-1.74693632330747e-07 - 3.74145417758598e-07i
-1839,3.15717721750819e-07 - 2.69276325640111e-07i
-1838.5,3.35450951696736e-07 + 2.25597001843325e-07i
-1838,-1.17100398822068e-07 + 3.62603584325161e-07i
-1837.5,-3.47730639178867e-07 - 6.05236692707845e-09i
-1837,-9.25012405769699e-08 - 2.95530935459643e-07i
-1836.5,2.16296248183034e-07 - 1.67117706076358e-07i
-1836,2.11601430211150e-07 + 1.22750444406239e-07i
-1835.5,-2.71190750758543e-08 + 2.25078345197915e-07i
-1835,-2.10739049127939e-07 + 6.08163611415247e-08i
-1834.5,-1.34519112890419e-07 - 1.74007801737042e-07i
-1834,1.20926324252701e-07 - 1.90531656049653e-07i
-1833.5,2.27658389202745e-07 + 5.71735664506301e-08i
-1833,1.22555013568060e-08 + 2.45875471982515e-07i
-1832.5,-2.45391337701240e-07 + 8.28954755671685e-08i
-1832,-1.50406480478593e-07 - 2.26267711622707e-07i
-1831.5,1.88824305739910e-07 - 2.10143451390143e-07i
-1831,2.56961182026894e-07 + 1.34639503213130e-07i
-1830.5,-6.75410601405635e-08 + 2.85573561020769e-07i
-1830,-2.91665078207271e-07 + 6.07439272493071e-09i
-1829.5,-7.78659409728100e-08 - 2.73499298514279e-07i
-1829,2.33223700928098e-07 - 1.38922845588363e-07i
-1828.5,1.81507949899296e-07 + 1.77006387908074e-07i
-1828,-1.13798244702479e-07 + 2.00804300465318e-07i
-1827.5,-1.96239941560594e-07 - 5.33547450110028e-08i
-1827,4.38061491248032e-09 - 1.71883605862289e-07i
-1826.5,1.35622104109612e-07 - 2.68284121585083e-08i
-1826,3.73877722392724e-08 + 9.73662472869563e-08i
-1825.5,-6.69285719068213e-08 + 2.85587773291018e-08i
-1825,-5.89621394764261e-09 - 5.21173876416592e-08i
-1824.5,5.72335224352516e-08 + 2.16281508258476e-08i
-1824,-4.35563388620497e-08 + 8.20318517974483e-08i
-1823.5,-1.21397661180522e-07 - 5.04124320205301e-08i
-1823,3.59672642225029e-08 - 1.66091881817487e-07i
-1822.5,2.04637226046411e-07 - 1.26368081276862e-09i
-1822,5.75066340623154e-08 + 2.25912172233111e-07i
-1821.5,-2.21690703412769e-07 + 1.24163587911230e-07i
-1821,-1.89106419485469e-07 - 1.88443365883861e-07i
-1820.5,1.28114264235507e-07 - 2.38787682182995e-07i
-1820,2.61006626096905e-07 + 4.79897155902798e-08i
-1819.5,4.01532523688908e-08 + 2.47794947463853e-07i
-1819,-1.97567714556313e-07 + 1.21681656181649e-07i
